	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
392	AF212831.1	377	CP068257	45827691	246.0	133	133	100.0	9606
393	AF212831.1	377	BS000031	218696	241.0	130	133	99.248	9598
394	AC008739.1	575	XR_002958424	1412	1062.0	575	575	100.0	9606
395	AC091138.1	457	NR_134647	471	845.0	457	457	100.0	9606
396	AC091138.1	457	XM_024350941	947	368.0	199	209	98.565	9598
397	AL033539.1	743	AL033539	143429	867.0	469	469	100.0	9606
398	AL033539.1	743	XR_001718159	1477	294.0	159	162	99.383	9598
399	LINC02446	868	NR_146455	1597	1574.0	852	852	100.0	9606
400	LINC02446	868	XR_128441	1625	1531.0	829	870	98.506	9598
401	AC104170.1	362	XR_001737639	2175	619.0	335	346	99.133	9606
402	AC104170.1	362	XR_170357	1336	213.0	115	152	92.105	9598
403	AL136376.1	515	AC235001	32288	523.0	283	283	100.0	9606
404	AP004608.1	4435	AP004608	65900	5022.0	2719	2719	100.0	9606
405	AP004608.1	4435	XR_001707654	9507	3118.0	1688	1722	99.361	9598
406	AP004608.1	4435	AC115356	212177	60.2	32	32	100.0	10090
407	AP004608.1	4435	XM_024990318	4434	58.4	31	31	100.0	9913
408	LINC02462	430	NR_147155	648	793.0	429	429	100.0	9606
409	LINC02462	430	AC192831	210163	60.2	32	60	85.0	9598
410	AL807757.1	424	NG_027833	367550	582.0	315	315	100.0	9606
411	LINC01728	524	NR_134577	537	968.0	524	524	100.0	9606
412	LINC01728	524	XR_170707	542	907.0	491	524	97.901	9598
413	AC010789.1	291	AC010789	203842	438.0	237	237	100.0	9606
414	AC010789.1	291	AC003694	186314	331.0	179	236	92.797	10090
415	AC010789.1	291	XR_001706806	512	102.0	55	55	100.0	9598
416	LINC02376	724	NR_146537	920	1338.0	724	724	100.0	9606
417	LINC02376	724	XR_002938918	926	1227.0	664	719	97.497	9598
418	AC012613.2	4533	BX537751	4569	8275.0	4481	4533	99.625	9606
419	AC012613.2	4533	AC091677	222121	255.0	138	456	77.851	10090
420	AC012613.2	4533	XM_001162953	4376	171.0	92	92	100.0	9598
421	AC012613.2	4533	XM_015293690	2401	124.0	67	91	91.209	9031
422	AC012613.2	4533	AC149782	196394	69.4	37	43	95.349	9913
423	AC009145.1	433	XR_001752381	992	514.0	278	278	100.0	9606
424	AC009145.1	433	XR_001710115	7700	444.0	240	243	99.588	9598
425	AC110023.1	457	AP023475	95537968	287.0	155	155	100.0	9606
426	AC110023.1	457	XR_674741	1013	279.0	151	154	99.351	9598
427	AL513185.1	162	NG_033179	265866	224.0	121	121	100.0	9606
428	AP002433.1	964	NG_009888	37899	721.0	390	393	99.746	9606
429	AP002433.1	964	AC142329	188643	676.0	366	393	97.71	9598
430	AC007298.2	862	AC007298	201572	880.0	476	476	100.0	9606
431	AC007298.2	862	XR_002938858	1850	811.0	439	477	97.484	9598
432	AC012081.1	477	AC012081	178317	582.0	315	315	100.0	9606
433	AC113146.1	696	XR_001751494	6864	466.0	252	252	100.0	9606
434	AC012317.1	534	CP068262	96330493	765.0	414	414	100.0	9606
435	AC012317.1	534	AC122232	182272	145.0	78	105	91.429	10090
436	LINC01046	405	NR_125745	405	749.0	405	405	100.0	9606
437	AC079354.3	311	AC079354	162554	350.0	189	189	100.0	9606
438	AC079354.3	311	XM_528026	1508	202.0	109	122	96.721	9598
439	AC079354.3	311	NM_001034662	1455	167.0	90	121	91.736	9913
440	AC079354.3	311	CT030722	187837	135.0	73	104	90.385	10090
441	AC114752.1	289	XR_940163	785	534.0	289	289	100.0	9606
442	AC092674.1	571	XR_938911	13022	833.0	451	451	100.0	9606
443	AC092674.1	571	XR_001709213	1788	243.0	131	245	84.898	9598
444	AP003400.1	231	AK057189	2610	427.0	231	231	100.0	9606
445	AP003400.1	231	AC182841	189657	313.0	169	172	99.419	9598
446	SCEL-AS1	493	NR_126412	570	911.0	493	493	100.0	9606
447	AL021940.1	677	XR_241147	1168	1251.0	677	677	100.0	9606
448	AL021940.1	677	XR_001710874	750	1188.0	643	667	98.801	9598
449	AC069540.2	351	NR_134317	524	649.0	351	351	100.0	9606
450	AC023946.1	594	NM_001256686	1309	776.0	420	420	100.0	9606
451	AC023946.1	594	XM_016937259	4709	771.0	417	420	99.762	9598
452	AC023946.1	594	XM_025000323	4071	710.0	384	420	97.143	9913
453	AC023946.1	594	X82233	1829	654.0	354	420	94.762	10090
454	AC023946.1	594	XM_025142270	2395	472.0	255	420	86.905	9031
455	AC104984.6	360	CP068261	84277185	510.0	276	276	100.0	9606
456	AC104984.6	360	AC146097	183088	73.1	39	46	95.652	9598
457	LIVAR	384	NR_146458	1675	710.0	384	384	100.0	9606
458	LIVAR	384	XR_129156	1662	597.0	323	384	95.312	9598
459	AF015262.1	698	NG_011402	1203911	902.0	488	488	100.0	9606
460	AF015262.1	698	BS000195	251753	891.0	482	488	99.59	9598
461	AC005019.2	359	AC005019	188362	499.0	270	270	100.0	9606
462	AC005019.2	359	AC147977	213806	477.0	258	270	98.519	9598
463	UNC5B-AS1	647	NR_038453	652	1195.0	647	647	100.0	9606
464	AC099684.3	560	NR_135642	1944	913.0	494	494	100.0	9606
465	AC099684.3	560	XR_002940149	367	130.0	70	73	98.63	9598
466	FAM99B	1067	NR_026642	1066	1969.0	1066	1066	100.0	9606
467	FAM99B	1067	AC164658	171828	1360.0	736	767	98.696	9598
468	LINC01670	977	MG910337	396515	1506.0	815	815	100.0	9606
469	LINC01670	977	XR_002942243	1579	1434.0	776	816	98.407	9598
470	AL713965.1	230	NR_110983	2404	425.0	230	230	100.0	9606
471	AL713965.1	230	AC192991	202462	283.0	153	162	98.148	9598
472	ANO1-AS1	646	NM_001378092	4878	889.0	481	481	100.0	9606
473	ANO1-AS1	646	XM_016921443	4784	867.0	469	481	99.168	9598
474	ANO1-AS1	646	XM_024987202	4973	195.0	105	146	91.096	9913
475	AL355526.1	215	AC196548	42862	237.0	128	128	100.0	9606
476	LINC01231	886	NR_121585	1512	1637.0	886	886	100.0	9606
477	LINC01231	886	XR_001720647	919	586.0	317	332	98.494	9598
478	AL158013.1	520	XR_001754529	3373	861.0	466	466	100.0	9606
479	AL158013.1	520	XR_001712147	1329	617.0	334	346	98.844	9598
480	AC091820.2	523	AC091820	22182	928.0	502	502	100.0	9606
481	AL358333.2	529	NR_126331	529	977.0	529	529	100.0	9606
482	LINC02488	652	NR_149089	921	1205.0	652	652	100.0	9606
483	LINC02488	652	XR_873710	234	124.0	67	76	96.053	10090
484	ZFAT-AS1	939	NR_002438	939	1735.0	939	939	100.0	9606
485	ZFAT-AS1	939	JN954863	39291	444.0	240	352	89.773	10090
486	ZFAT-AS1	939	XM_016959897	16135	424.0	229	235	99.149	9598
487	ZFAT-AS1	939	XM_002692602	5260	370.0	200	227	96.035	9913
488	AC110800.1	441	NG_034113	1477158	470.0	254	254	100.0	9606
489	AC013437.1	414	AC013437	167424	326.0	176	176	100.0	9606
490	AC013437.1	414	AL845160	170074	287.0	155	177	96.045	10090
491	AC013437.1	414	KT500809	478	222.0	120	172	90.116	9031
492	AL035078.3	241	XR_242863	401	446.0	241	241	100.0	9606
493	AL035078.3	241	XR_001707228	423	429.0	232	241	98.755	9598
494	AC009052.1	298	NG_056835	495	339.0	183	183	100.0	9606
495	AC009052.1	298	XM_001148305	2146	324.0	175	181	98.895	9598
496	AC022726.2	547	CP068260	80542536	1011.0	547	547	100.0	9606
497	AC084116.3	429	XR_682032	557	427.0	231	243	98.354	9598
498	AC084116.3	429	XR_928633	476	375.0	203	203	100.0	9606
499	AP000936.1	483	AC240077	32919	418.0	226	226	100.0	9606
500	AC130456.3	633	CP068262	96330493	725.0	392	392	100.0	9606
501	AC130456.3	633	XM_016929563	4381	237.0	128	128	100.0	9598
502	AC130456.3	633	XM_024985213	2736	193.0	104	128	93.75	9913
503	AL596442.1	429	NR_125878	544	793.0	429	429	100.0	9606
504	LINC01775	371	NR_134931	369	682.0	369	369	100.0	9606
505	LINC01775	371	XR_001711539	845	649.0	351	369	98.374	9598
506	AC124784.1	571	AC124784	144000	859.0	465	465	100.0	9606
507	AC073188.2	701	AC146373	151517	564.0	305	305	100.0	9598
508	AC073188.2	701	AC006455	139384	562.0	304	304	100.0	9606
509	AC104794.2	1572	NG_017199	18282	2904.0	1572	1572	100.0	9606
510	AC104794.2	1572	AC192396	187129	346.0	187	291	88.316	9598
511	AC008406.1	541	XR_948807	4564	549.0	297	297	100.0	9606
512	AC008406.1	541	AC122791	165861	274.0	148	243	87.243	10090
513	AL161638.2	507	AC245189	32925	344.0	186	186	100.0	9606
514	AC121342.1	550	XR_001755821	904	627.0	339	339	100.0	9606
515	AC121342.1	550	CU326411	173231	361.0	195	246	93.902	9598
516	AC017048.2	822	AC017048	186373	889.0	481	481	100.0	9606
517	AC017048.2	822	AC129200	168365	363.0	196	356	85.393	10090
518	AC007598.1	435	XR_933083	2636	477.0	258	258	100.0	9606
519	AC100843.1	324	CP068260	80542536	381.0	206	206	100.0	9606
520	AC005692.1	1439	BX648692	3045	2658.0	1439	1439	100.0	9606
521	AC005692.1	1439	AC187621	201718	1881.0	1018	1056	98.864	9598
522	AC022367.1	537	XM_011520577	2013	802.0	434	434	100.0	9606
523	AC022367.1	537	BS000037	142800	418.0	226	433	84.527	9598
524	AP002754.2	462	AP002754	185766	756.0	409	409	100.0	9606
525	AP002754.2	462	AC214827	185117	113.0	61	61	100.0	9598
526	AL365434.1	380	AC279469	163846	455.0	246	246	100.0	9606
527	AL365434.1	380	AC195631	209166	60.2	32	38	94.737	9598
528	LINC02281	375	XR_943670	1976	545.0	295	295	100.0	9606
529	LINC02281	375	AC145876	170139	111.0	60	69	95.652	9598
530	LINC01049	742	NR_120414	1003	1369.0	741	741	100.0	9606
531	LINC01049	742	XR_001708965	1029	1310.0	709	742	98.518	9598
532	AC023906.2	462	AP023475	95537968	477.0	258	261	99.617	9606
533	AC023906.2	462	XR_001709700	507	468.0	253	263	98.859	9598
534	LINC02129	692	NR_170200	532	983.0	532	532	100.0	9606
535	LINC01803	613	NR_146975	613	1133.0	613	613	100.0	9606
536	LINC01803	613	XR_001716125	948	667.0	361	377	98.674	9598
537	PLCH1-AS1	1308	BC039489	1323	2394.0	1296	1308	99.694	9606
538	PLCH1-AS1	1308	XR_679266	1312	2259.0	1223	1312	97.79	9598
539	AC245427.1	263	AC245136	247033	303.0	164	168	99.405	9606
540	AC245427.1	263	AC188798	166788	298.0	161	168	98.81	9598
541	AC087518.1	187	AC087518	168531	252.0	136	136	100.0	9606
542	AL772337.2	981	AL772337	95932	1083.0	586	586	100.0	9606
543	AL772337.2	981	AC183795	202558	926.0	501	586	95.222	9598
544	AC013269.2	444	AC013269	165797	664.0	359	359	100.0	9606
545	AC013269.2	444	AC275785	213255	647.0	350	359	99.164	9598
546	LINC02414	494	NR_146868	1689	913.0	494	494	100.0	9606
547	LINC00864	746	NR_046091	1195	1378.0	746	746	100.0	9606
548	LINC00864	746	AC183795	202558	660.0	357	369	98.916	9598
549	AC068880.2	362	AC068880	189810	257.0	139	139	100.0	9606
550	AC015961.2	701	CP068260	80542536	1144.0	619	619	100.0	9606
551	AC015961.2	701	AC144938	207182	767.0	415	621	89.533	10090
552	AC015961.2	701	AC189015	198346	556.0	301	460	89.348	9031
553	AC015961.2	701	XR_002940424	4148	165.0	89	89	100.0	9598
554	AC015961.2	701	XR_003032358	3890	156.0	84	91	97.802	9913
555	AL031316.1	449	NR_134509	456	830.0	449	449	100.0	9606
556	AL031316.1	449	XM_024351559	5754	281.0	152	152	100.0	9598
557	AL008638.2	2383	BC036876	2394	4349.0	2355	2370	99.789	9606
558	AL008638.2	2383	AC145827	238785	3463.0	1875	1975	98.329	9598
559	AL008638.2	2383	AC164103	188588	222.0	120	317	80.442	10090
560	SLC16A12-AS1	478	NR_120614	562	883.0	478	478	100.0	9606
561	SLC16A12-AS1	478	XR_001706743	2301	878.0	475	478	99.791	9598
562	LINC01831	493	NR_135589	620	911.0	493	493	100.0	9606
563	LINC01831	493	XR_678276	597	905.0	490	493	99.797	9598
564	GABRG3-AS1	970	NR_120343	855	1570.0	850	850	100.0	9606
565	GABRG3-AS1	970	XR_674426	1278	1002.0	542	557	99.102	9598
566	AC024224.2	782	NR_120484	670	1238.0	670	670	100.0	9606
567	AC024224.2	782	XM_016922960	2159	292.0	158	161	99.379	9598
568	AC074389.1	1423	AK125766	1423	2612.0	1414	1423	99.789	9606
569	AC074389.1	1423	XM_009442345	4531	2244.0	1215	1278	98.357	9598
570	BX470209.2	928	BX470209	85380	1555.0	842	842	100.0	9606
571	AC009262.1	510	AC009262	149255	773.0	418	418	100.0	9606
572	AC009262.1	510	AC145475	136914	728.0	394	418	98.086	9598
573	AC096576.2	948	NG_052969	1227136	1020.0	552	552	100.0	9606
574	AC096576.2	948	XM_003310256	4970	678.0	367	398	97.739	9598
575	AC096576.2	948	XM_005207804	2627	505.0	273	399	89.724	9913
576	AL135923.1	196	XR_929464	661	159.0	86	86	100.0	9606
577	AL135923.1	196	AC147312	214157	58.4	31	46	89.13	9598
578	AC006041.1	328	AC006041	86758	374.0	202	202	100.0	9606
579	AC006041.1	328	AC188678	182591	357.0	193	202	98.515	9598
580	AL731574.1	456	NR_120625	509	442.0	239	239	100.0	9606
581	AL731574.1	456	XR_682828	430	414.0	224	239	97.908	9598
582	AC092100.1	702	AC069280	167563	808.0	437	437	100.0	9606
583	AC092100.1	702	AC192987	181976	785.0	425	437	99.085	9598
584	AL512631.2	923	NR_160647	927	1705.0	923	923	100.0	9606
585	AL512631.2	923	XM_024346187	1838	1557.0	843	908	97.797	9598
586	AL512631.2	923	AC126458	203687	370.0	200	322	88.509	10090
587	AL512631.2	923	XM_025000675	9427	279.0	151	176	95.455	9913
588	B4GALT4-AS1	544	NR_046574	544	1005.0	544	544	100.0	9606
589	B4GALT4-AS1	544	XM_016941708	2522	182.0	98	104	98.077	9598
590	LINC01696	492	NR_135085	506	909.0	492	492	100.0	9606
591	LINC01696	492	XR_001712234	491	891.0	482	491	99.389	9598
592	AC113189.1	327	NM_178518	1981	466.0	252	252	100.0	9606
593	AC113189.1	327	XM_024350210	2495	455.0	246	252	99.206	9598
594	AC006019.2	3044	AK127874	3046	5286.0	2862	3047	97.998	9606
595	AC006019.2	3044	AC146270	159288	3986.0	2158	2327	97.593	9598
596	AC016987.2	351	NR_135682	351	649.0	351	351	100.0	9606
597	LINC00609	583	NR_073454	583	1077.0	583	583	100.0	9606
598	AC093639.1	473	AC093639	153053	446.0	241	241	100.0	9606
599	LINC01028	1045	NR_104130	1051	1930.0	1045	1045	100.0	9606
600	LINC01028	1045	XR_170561	1053	1855.0	1004	1047	98.663	9598
601	LINC01028	1045	AC025586	185386	322.0	174	329	84.802	10090
602	AC084035.1	607	NR_148226	3823	1122.0	607	607	100.0	9606
603	AC008781.3	335	NG_000012	226150	403.0	218	218	100.0	9606
604	AC008781.3	335	AC199431	164452	69.4	37	40	97.5	9598
605	AC084866.1	554	XR_001717283	2025	983.0	532	553	98.734	9598
606	AC084866.1	554	AC084866	196852	484.0	262	262	100.0	9606
607	AC105105.4	1294	CP068260	80542536	2390.0	1294	1294	100.0	9606
608	AL121901.1	366	AP023480	62398354	405.0	219	219	100.0	9606
609	OTUD6B-AS1	4275	NR_110438	4361	7895.0	4275	4275	100.0	9606
610	OTUD6B-AS1	4275	XR_127996	2171	782.0	423	438	98.858	9598
611	OTUD6B-AS1	4275	CT009764	214925	56.5	30	30	100.0	10090
612	AC009060.1	2242	AK096066	2242	4069.0	2203	2242	99.42	9606
613	AC009060.1	2242	XM_024349929	6914	2047.0	1108	1126	99.467	9598
614	AC002115.1	568	CP068259	61707359	965.0	522	522	100.0	9606
615	LINC01757	480	NR_147205	492	887.0	480	480	100.0	9606
616	LINC01757	480	XR_001716401	820	584.0	316	343	97.376	9598
617	TNR-IT1	630	NG_050931	429922	747.0	404	404	100.0	9606
618	AC106873.1	459	NG_047088	283697	516.0	279	282	99.645	9606
619	AC106873.1	459	AC192856	158729	510.0	276	282	99.291	9598
620	AC015912.1	538	NM_005082	5745	861.0	466	466	100.0	9606
621	AC015912.1	538	XM_511899	5764	839.0	454	466	99.142	9598
622	AC133485.2	2484	BC042588	2250	4126.0	2234	2237	99.955	9606
623	AC133485.2	2484	XR_001714807	2239	3895.0	2109	2239	98.079	9598
624	BX005214.1	476	AC240374	39554	496.0	268	268	100.0	9606
625	BX005214.1	476	XM_001164778	1190	143.0	77	80	98.75	9598
626	AL590422.1	364	AL590422	198312	303.0	164	164	100.0	9606
627	AC112211.1	305	NM_006371	6595	318.0	172	181	98.343	9606
628	AL450003.1	455	NG_051226	468336	435.0	235	235	100.0	9606
629	AC026950.2	470	NG_009409	977758	699.0	378	378	100.0	9606
630	AC011625.1	526	AC009364	151153	619.0	335	335	100.0	9606
631	AC011625.1	526	AC142304	142472	586.0	317	335	98.209	9598
632	AC074124.1	375	AC074124	165723	357.0	193	193	100.0	9606
633	AC003984.1	4104	NR_110079	4104	7579.0	4104	4104	100.0	9606
634	AC003984.1	4104	XR_681497	4096	7267.0	3935	4107	98.661	9598
635	DSG1-AS1	669	NR_110788	730	1236.0	669	669	100.0	9606
636	DSG1-AS1	669	XR_001711293	653	758.0	410	423	99.054	9598
637	AC013436.1	422	AC013436	63823	403.0	218	218	100.0	9606
638	AC013436.1	422	AC187626	177421	398.0	215	218	99.541	9598
639	AC010186.4	615	NR_046449	1977	1136.0	615	615	100.0	9606
640	AC010186.4	615	XR_001707859	4523	826.0	447	465	98.71	9598
641	AC010186.4	615	NR_157560	2355	206.0	111	173	88.439	10090
642	AC010186.4	615	XM_005207101	2066	145.0	78	207	79.71	9913
643	AC010186.4	615	NM_205523	1350	143.0	77	140	85.0	9031
644	AC126696.3	575	CP068262	96330493	717.0	388	388	100.0	9606
645	AC126696.3	575	AC191738	224140	673.0	364	389	97.943	9598
646	AC013799.1	348	AC013799	186076	379.0	205	205	100.0	9606
647	AL445074.1	318	XR_001709406	456	564.0	305	317	98.738	9598
648	AL445074.1	318	AL445074	144538	416.0	225	225	100.0	9606
649	AC011773.1	468	AC011773	160283	518.0	280	280	100.0	9606
650	AC011773.1	468	XM_001169141	1789	243.0	131	134	99.254	9598
651	AC011773.1	468	XM_002692830	1754	156.0	84	105	93.333	9913
652	AC011773.1	468	XM_015282807	1779	148.0	80	101	93.069	9031
653	ZNRF3-IT1	674	CP068256	51353906	845.0	457	460	99.783	9606
654	AC044798.1	418	CP068262	96330493	429.0	232	232	100.0	9606
655	NCOA7-AS1	501	NR_126386	496	917.0	496	496	100.0	9606
656	LINC01764	441	XR_002940660	1181	776.0	420	442	98.416	9598
657	LINC01764	441	AK092401	2220	483.0	261	261	100.0	9606
658	AC078878.2	286	AC078878	172393	300.0	162	165	99.394	9606
659	AC078878.2	286	XR_001708519	421	291.0	157	160	99.375	9598
660	LINC02241	1687	NR_149120	1705	3116.0	1687	1687	100.0	9606
661	LINC02241	1687	XR_002943843	1267	1325.0	717	781	97.567	9598
662	AC016266.1	729	AC044913	161549	931.0	504	504	100.0	9606
663	AC073167.1	580	NG_046958	232332	542.0	293	293	100.0	9606
664	AC073167.1	580	AK085186	2897	440.0	238	292	93.836	10090
665	AC073167.1	580	XM_016928361	12402	420.0	227	227	100.0	9598
666	AC073167.1	580	NM_001103282	15126	342.0	185	200	97.5	9913
667	AL390962.1	526	AL589844	157982	436.0	236	236	100.0	9606
668	LINC00445	643	NR_132115	643	1188.0	643	643	100.0	9606
669	LINC00445	643	XR_001708926	378	477.0	258	264	99.242	9598
670	AL162311.1	601	AL162311	167127	976.0	528	528	100.0	9606
671	AL162311.1	601	AC185989	189847	126.0	68	106	88.679	9598
672	AL162311.1	601	AC150517	180767	99.0	53	105	83.81	9913
673	AC006455.1	517	AC146373	151517	425.0	230	230	100.0	9598
674	AC006455.1	517	AC073188	65128	424.0	229	229	100.0	9606
675	AC005358.1	1143	NR_104605	1156	2111.0	1143	1143	100.0	9606
676	AC005358.1	1143	XR_001710948	370	582.0	315	327	98.777	9598
677	AC097491.1	672	AC097491	145528	1160.0	628	632	99.842	9606
678	AC004543.1	369	AC004543	122121	248.0	134	134	100.0	9606
679	AC004543.1	369	AC190200	162776	237.0	128	134	98.507	9598
680	AL513188.1	614	NG_021195	704948	414.0	224	224	100.0	9606
681	AL513188.1	614	AC221048	188540	73.1	39	48	93.75	9598
682	AC117386.1	606	AC117386	184870	326.0	176	176	100.0	9606
683	AC007349.1	587	AC007349	175212	667.0	361	361	100.0	9606
684	AC007349.1	587	AC190134	152204	619.0	335	361	97.784	9598
685	AL592494.1	309	AC278839	159367	407.0	220	220	100.0	9606
686	AL592494.1	309	AC193035	188873	69.4	37	50	92.0	9598
687	AC122688.2	585	AC122688	178315	977.0	529	529	100.0	9606
688	AL353593.2	1483	NG_032122	177715	2739.0	1483	1483	100.0	9606
689	AL353593.2	1483	XM_016940300	27143	497.0	269	279	98.925	9598
690	AC098934.4	592	NG_050659	91223	1094.0	592	592	100.0	9606
691	AC098934.4	592	XR_001711831	2143	1070.0	579	592	99.324	9598
692	ST6GAL2-IT1	388	NG_031986	92508	414.0	224	224	100.0	9606
693	LINC01423	608	CP068257	45827691	490.0	265	265	100.0	9606
694	LINC01423	608	BS000128	127477	460.0	249	265	98.113	9598
695	AC087321.1	460	AC087321	123010	619.0	335	335	100.0	9606
696	AC087321.1	460	AC161015	186290	97.1	52	52	100.0	9598
697	LINC00474	769	NR_024032	787	1421.0	769	769	100.0	9606
698	LINC00474	769	XR_001721164	776	1327.0	718	769	97.789	9598
699	MIR381HG	425	NR_104192	425	785.0	425	425	100.0	9606
700	AL391069.1	358	NM_001379414	3637	481.0	260	263	99.62	9606
701	AL391069.1	358	XM_009431242	3682	464.0	251	265	98.491	9598
702	AC090340.1	4980	AC090340	170969	9197.0	4980	4980	100.0	9606
703	AC090340.1	4980	AC102106	230823	344.0	186	320	86.562	10090
704	LINC01323	576	AC084235	172641	654.0	354	354	100.0	9606
705	LINC01323	576	AC187721	156432	76.8	41	120	78.333	9598
706	LINC00378	403	NR_047003	519	736.0	398	398	100.0	9606
707	LINC00378	403	XR_001708749	654	407.0	220	247	96.356	9598
708	LINC00397	409	AL445647	165663	660.0	357	357	100.0	9606
709	LINC00397	409	AC187616	225504	115.0	62	193	78.756	9598
710	AC016597.2	341	NG_046731	237225	630.0	341	341	100.0	9606
711	AC006455.5	2913	AC006455	139384	5380.0	2913	2913	100.0	9606
712	AC006455.5	2913	AC210180	149686	5201.0	2816	2917	98.869	9598
713	AL049555.1	1933	NM_001010872	6244	3570.0	1933	1933	100.0	9606
714	AL049555.1	1933	XM_009451490	6952	3293.0	1783	1941	97.424	9598
715	AL157871.4	385	NG_029914	49556	510.0	276	276	100.0	9606
716	AL157871.4	385	XM_009428386	2207	156.0	84	84	100.0	9598
717	AC091685.1	448	NG_013382	1111	688.0	372	372	100.0	9606
718	AC091685.1	448	NG_015466	1111	665.0	360	372	98.925	9598
719	AC024382.1	292	XR_928638	6536	416.0	225	255	96.471	9606
720	AC024382.1	292	AC147056	167738	60.2	32	32	100.0	9598
721	ARHGEF3-AS1	489	NR_046572	500	904.0	489	489	100.0	9606
722	AC084291.1	548	AC084291	125429	527.0	285	285	100.0	9606
723	LINC01222	1785	BC040869	1992	3286.0	1779	1785	99.888	9606
724	LINC01222	1785	XR_677271	773	296.0	160	176	97.159	9598
725	AC004817.2	651	AC004817	128398	1203.0	651	651	100.0	9606
726	AC023813.1	306	CP068262	96330493	451.0	244	244	100.0	9606
727	AC023813.1	306	XR_001710329	1925	424.0	229	241	98.34	9598
728	AL136369.1	244	AL136369	110952	394.0	213	213	100.0	9606
729	AL353811.1	768	AP000379	169261	424.0	229	229	100.0	9606
730	AL353811.1	768	XR_001720695	1063	351.0	190	193	99.482	9598
731	PTCSC2	1947	NR_147055	1947	3596.0	1947	1947	100.0	9606
732	PTCSC2	1947	AC159032	183880	693.0	375	428	96.028	9598
733	AC016595.1	383	NM_024337	2080	606.0	328	344	98.547	9606
734	AC016595.1	383	XM_016952920	2051	606.0	328	344	98.547	9598
735	AC016595.1	383	XM_002696450	2007	368.0	199	308	88.636	9913
736	PLCXD2-AS1	491	NR_046733	961	907.0	491	491	100.0	9606
737	AC006003.1	613	NG_029966	1055733	824.0	446	446	100.0	9606
738	LINC01626	452	NR_121615	773	832.0	450	450	100.0	9606
739	AL157871.6	206	XR_001750155	4378	381.0	206	206	100.0	9606
740	AL157871.6	206	XM_009428472	6901	196.0	106	109	99.083	9598
741	AL133232.1	483	AC278727	137356	791.0	428	428	100.0	9606
742	AL592301.1	864	NG_007458	58343	1308.0	708	708	100.0	9606
743	AC064799.2	859	AP023475	95537968	630.0	341	341	100.0	9606
744	LINC01796	709	NR_135562	709	1310.0	709	709	100.0	9606
745	AP002444.1	620	XR_001748369	1083	728.0	394	394	100.0	9606
746	AL109924.3	393	NR_134619	433	726.0	393	393	100.0	9606
747	LINC01298	519	NR_046232	522	959.0	519	519	100.0	9606
748	AIRN	4374	NG_011785	149409	8078.0	4374	4374	100.0	9606
749	AIRN	4374	DQ220014	863	1574.0	852	863	99.537	10090
750	AIRN	4374	AY948949	718	1140.0	617	720	95.694	9598
751	AC097381.1	1296	NM_203423	1296	2394.0	1296	1296	100.0	9606
752	AC097381.1	1296	XM_024356010	2660	2185.0	1183	1308	97.018	9598
753	AC103831.1	422	AC103831	206357	416.0	225	225	100.0	9606
754	AC009558.2	396	NG_029119	597018	558.0	302	302	100.0	9606
755	AC009558.2	396	AL833808	202985	93.5	50	98	84.694	10090
756	AC008940.1	785	AC008937	171480	828.0	448	448	100.0	9606
757	AC008940.1	785	AC158370	176750	787.0	426	447	98.434	9598
758	AC010760.1	545	AC270156	225269	876.0	474	474	100.0	9606
759	AC115676.1	329	NR_170310	1056	608.0	329	329	100.0	9606
760	AC115676.1	329	XR_001707869	2478	54.7	29	29	100.0	9598
761	LINC01826	584	NR_147208	579	1070.0	579	579	100.0	9606
762	AC068993.2	395	AC068993	186383	412.0	223	223	100.0	9606
763	AC021594.1	636	AC079059	145993	929.0	503	503	100.0	9606
764	AC099566.1	967	AC099566	130325	1127.0	610	610	100.0	9606
765	LINC01548	696	NR_024102	609	1099.0	595	595	100.0	9606
766	LINC01548	696	AL954214	149317	399.0	216	232	97.845	9598
767	ST7-AS1	1889	NG_047088	283697	3489.0	1889	1889	100.0	9606
768	ST7-AS1	1889	AC192856	158729	3373.0	1826	1889	98.941	9598
769	ST7-AS1	1889	AC089991	159196	758.0	410	971	81.771	9913
770	ST7-AS1	1889	AC160141	240564	189.0	102	162	87.654	9031
771	LINC01241	1237	NR_121604	1253	2285.0	1237	1237	100.0	9606
772	LINC01241	1237	XR_001720697	3628	1576.0	853	889	98.763	9598
773	AC131254.3	564	AC091165	188456	944.0	511	511	100.0	9606
774	AC131254.3	564	AC193894	167025	65.8	35	49	91.837	9598
775	AL445623.1	237	AL161628	183483	237.0	128	128	100.0	9606
776	AC000068.1	2097	CP068256	51353906	3077.0	1666	1666	100.0	9606
777	AC000068.1	2097	AC135960	157430	2964.0	1605	1674	98.746	9598
778	AC025244.2	422	XR_001716927	793	379.0	205	215	98.605	9598
779	AC025244.2	422	AC025244	79526	329.0	178	178	100.0	9606
780	LINC00392	557	AL160032	181324	725.0	392	392	100.0	9606
781	MAGEA10-MAGEA5	871	NM_001204811	1872	1609.0	871	871	100.0	9606
782	MAGEA10-MAGEA5	871	CT737238	180593	1053.0	570	612	97.876	9598
783	AC093893.1	510	AC093893	200304	370.0	200	200	100.0	9606
784	AC093893.1	510	CT737394	188890	106.0	57	81	91.358	9598
785	AL358075.2	339	NR_125987	359	627.0	339	339	100.0	9606
