""	"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Odds.Ratio"	"Combined.Score"	"Genes"
"47"	"nucleic acid-templated transcription (GO:0097659)"	"9 of 76"	0.0015220677978401	0.0871464775316532	0	0	3.65654729186927	23.7225287552251	"NCOA1;GTF3C4;LDB1;ATF6B;POLR2A;NUP62;EPC1;ARNT;ESR1"
"48"	"protein transport (GO:0015031)"	"23 of 326"	0.00159499267233162	0.0873008792740857	0	0	2.08219347946355	13.4111711162315	"NSF;RABGAP1L;RAB5B;CALCRL;ZFYVE9;SYNRG;AP3D1;ANK3;SGSM1;GOLGA4;SNX1;RAB40B;APPBP2;KIF13A;SNX15;RAB35;TBC1D25;TBC1D14;MYH9;TBC1D10A;OPTN;ABCG1;TMED4"
"49"	"positive regulation of viral release from host cell (GO:1902188)"	"4 of 15"	0.00161319121819524	0.0873008792740857	0	0	9.85756297148702	63.3796046809613	"DDB1;VPS4B;CHMP3;SMC3"
"50"	"negative regulation of cellular macromolecule biosynthetic process (GO:2000113)"	"32 of 512"	0.00167077473422567	0.0873008792740857	0	0	1.83552952659834	11.737234540819	"ZNF253;HDAC5;GSK3B;ZNF174;CDKN1B;LDB1;ZC3H4;CIPC;UBP1;ARHGAP35;RPS6KA5;SIN3A;BAHD1;EPC1;ZHX2;RBFOX2;SMARCC2;ZBTB38;DAB2IP;WWP1;FOXN3;KLF4;SMARCA2;CBFA2T3;WAPL;GATAD2A;PER2;KAT6B;KAT6A;CRY2;BCOR;ZNF674"
"51"	"DNA-templated transcription, elongation (GO:0006354)"	"11 of 108"	0.00167573222076337	0.0873008792740857	0	0	3.09085051546392	19.755186717023	"PBRM1;POLR2A;CTR9;UBTF;LEO1;RTF1;ELP4;SSRP1;TAF5;TAF4;GTF2E1"
"52"	"regulation of spindle assembly (GO:0090169)"	"5 of 25"	0.00168697351254272	0.0873008792740857	0	0	6.78345070422535	43.3111061389408	"VPS4B;CHMP1B;SMC3;SMC1A;CCSAP"
"53"	"protein monoubiquitination (GO:0006513)"	"6 of 37"	0.00184403923377728	0.0918946218165678	0	0	5.25610810318941	33.0913889845046	"PRKN;RNF20;CTR9;LEO1;WAC;RNF40"
"54"	"positive regulation of multi-organism process (GO:0043902)"	"6 of 37"	0.00184403923377728	0.0918946218165678	0	0	5.25610810318941	33.0913889845046	"VPS4B;MVB12B;DDX60;BMP6;OPTN;PUM2"
"2706"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)"	"8 of 64"	0.00193970679443595	0.0761658201281848	0	0	3.88543140028289	24.2653678836444	"SPIB;NR5A2;NFIX;ATF6B;HIVEP1;ARNT;MEF2D;MIXL1"
"55"	"response to growth factor (GO:0070848)"	"5 of 26"	0.00202792222812489	0.0990503169395344	0	0	6.46009389671362	40.0573855174751	"STAT5B;PLK5;MYC;KLF4;MAP2K5"
"56"	"regulation of RIG-I signaling pathway (GO:0039535)"	"4 of 16"	0.00209056015859272	0.0990503169395344	0	0	9.03563056727614	55.7527611910329	"RNF125;SEC14L1;DDX60;PUM2"
"57"	"transcription elongation from RNA polymerase II promoter (GO:0006368)"	"10 of 95"	0.00209805576572035	0.0990503169395344	0	0	3.20400500625782	19.7582792536804	"PBRM1;POLR2A;CTR9;LEO1;RTF1;ELP4;SSRP1;TAF5;TAF4;GTF2E1"
"2707"	"sequence-specific DNA binding (GO:0043565)"	"26 of 394"	0.00210903694035001	0.0776389223666347	0	0	1.93980721903199	11.9521684678673	"ZNF174;EPAS1;ZBTB49;UBP1;FOXO4;RXRA;ZNF669;HIVEP1;SHOX;HIVEP2;MEF2D;ZNF200;KDM6B;UPF1;FOXD2;ZBTB38;HSFX1;ARNT;FOXN3;ZFP69;ZNF70;ZNF619;NR5A2;SP1;ZNF556;ZNF674"
"58"	"endodermal cell fate commitment (GO:0001711)"	"3 of 8"	0.00222683430593291	0.101566290123143	0	0	16.247191011236	99.224427323423	"CTR9;LEO1;RTF1"
"59"	"negative regulation of mRNA polyadenylation (GO:1900364)"	"3 of 8"	0.00222683430593291	0.101566290123143	0	0	16.247191011236	99.224427323423	"RNF20;CTR9;RNF40"
"3291"	"Cdc73/Paf1 complex (GO:0016593)"	"3 of 8"	0.00222683430593291	0.0483750353311479	0	0	16.247191011236	99.224427323423	"CTR9;LEO1;RTF1"
"3292"	"clathrin coat of trans-Golgi network vesicle (GO:0030130)"	"3 of 8"	0.00222683430593291	0.0483750353311479	0	0	16.247191011236	99.224427323423	"AFTPH;SYNRG;LDLRAP1"
"60"	"intracellular steroid hormone receptor signaling pathway (GO:0030518)"	"8 of 66"	0.00236499723924569	0.106070126180169	0	0	3.75106082036775	22.6825838492893	"NCOA1;RBFOX2;NCOA6;DDX54;UBE3A;ARID1A;ESR1;PIAS1"
"2708"	"RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)"	"7 of 52"	0.00239232023557724	0.0790745258343826	0	0	4.22724419334589	25.513496710623	"SPIB;SMARCD2;SMARCB1;SMARCC2;NR5A2;ATF6B;MIXL1"
"3293"	"RNA polymerase II transcription factor complex (GO:0090575)"	"13 of 147"	0.00240948451840966	0.0483750353311479	0	0	2.64662797125484	15.9547797408876	"LDB1;ATF6B;MAX;TCF12;ARNT;GTF2E1;TAF5L;BCL9;NR5A2;RXRA;TAF5;TAF4;BCL9L"
"2709"	"calmodulin-dependent protein kinase activity (GO:0004683)"	"5 of 27"	0.00241653898984531	0.0790745258343826	0	0	6.16613316261204	37.1535354950349	"PNCK;EEF2K;CAMK1D;MYLK3;CAMKK2"
"61"	"Golgi to plasma membrane transport (GO:0006893)"	"6 of 39"	0.00243624940705228	0.107474543514388	0	0	4.93704321066803	29.707648144317	"NSF;GOLGA4;KIF13A;EXOC6;ANK3;OPTN"
"62"	"positive regulation of response to biotic stimulus (GO:0002833)"	"4 of 17"	0.00265718838094163	0.113499903700221	0	0	8.34014930217462	49.4611446364339	"DDX60;BMP6;OPTN;PUM2"
"63"	"positive regulation by host of viral transcription (GO:0043923)"	"4 of 17"	0.00265718838094163	0.113499903700221	0	0	8.34014930217462	49.4611446364339	"SMARCB1;SP1;EP300;CHD1"
"2710"	"ligand-dependent nuclear receptor binding (GO:0016922)"	"4 of 17"	0.00265718838094163	0.0823728398091906	0	0	8.34014930217462	49.4611446364339	"NCOA1;NCOA2;RXRA;ARID1A"
"64"	"JAK-STAT cascade (GO:0007259)"	"6 of 40"	0.0027810041686016	0.11562996307788	0	0	4.79158715672447	28.1982182780463	"STAT5B;CTR9;MAPK1;SOCS6;PRLR;PIAS1"
"65"	"establishment of protein localization to membrane (GO:0090150)"	"9 of 83"	0.00281696966523542	0.11562996307788	0	0	3.30945180307787	19.4334106153851	"NSF;GOLGA4;MYO1C;PARD3;KIF13A;TAOK2;ANK3;OPTN;RAB3GAP1"
"66"	"DNA-templated transcription, initiation (GO:0006352)"	"15 of 186"	0.00287061602398941	0.11562996307788	0	0	2.3952380952381	14.0198761940867	"CREBBP;GTF3C4;NCOA6;MAZ;ZNF45;PPM1D;GTF2E1;ESR1;NR5A2;RXRA;POLR2A;UBTF;MAML3;TAF5;TAF4"
"67"	"cellular response to organic substance (GO:0071310)"	"12 of 133"	0.00295421260701803	0.11562996307788	0	0	2.70350211020067	15.7466105590181	"NCOA1;STAT5B;NCOA2;PLK5;KHSRP;MAPK1;SIK2;PTPN23;KLF4;PTPN4;MAP2K5;ZNF16"
"68"	"regulation of stress-activated MAPK cascade (GO:0032872)"	"6 of 41"	0.00316101435696176	0.11562996307788	0	0	4.65444287729196	26.7949867457236	"MYC;TAOK2;NBR1;DAB2IP;MAPK1;EPHB1"
"69"	"negative regulation of cellular process (GO:0048523)"	"32 of 534"	0.00320103740587351	0.11562996307788	0	0	1.75303471326991	10.069922825414	"PRKN;CDKN1B;SMARCB1;VPS4B;ZBTB49;NAIF1;ADAM22;FOXO4;PPM1D;PPP1R9B;SPN;HYAL1;MYC;NUP62;PLXNA2;APOBEC3D;PBRM1;APOBEC3F;SUSD2;DAB2IP;PARP16;KLF4;SSTR2;SMARCA2;CBFA2T3;APC;NME6;ADAM15;DLG3;MYH9;HRG;GPLD1"
"70"	"epithelial cell apoptotic process (GO:1904019)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"GSN;DAB2IP;HIPK1"
"71"	"cellular response to dopamine (GO:1903351)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"PRKN;MAPK1;GABPA"
"72"	"negative regulation of mRNA 3'-end processing (GO:0031441)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"RNF20;CTR9;RNF40"
"73"	"response to dopamine (GO:1903350)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"PRKN;MAPK1;GABPA"
"74"	"negative regulation of heterotypic cell-cell adhesion (GO:0034115)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"MBP;KLF4;MAP2K5"
"75"	"regulation of cell-cell adhesion involved in gastrulation (GO:0070587)"	"3 of 9"	0.00325186815156766	0.11562996307788	0	0	13.5386235955056	77.5563522877286	"MBP;KLF4;MAP2K5"
"76"	"regulation of viral process (GO:0050792)"	"4 of 18"	0.00332075669524935	0.11562996307788	0	0	7.74402250351617	44.1994932283171	"APOBEC3F;VPS4B;MVB12B;CHMP3"
"77"	"modulation by virus of host morphology or physiology (GO:0019048)"	"4 of 18"	0.00332075669524935	0.11562996307788	0	0	7.74402250351617	44.1994932283171	"RRAGA;RXRA;INSR;DAG1"
"2711"	"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)"	"4 of 18"	0.00332075669524935	0.0977962846750935	0	0	7.74402250351617	44.1994932283171	"SPIB;ATF6B;MEF2D;MIXL1"
"78"	"semaphorin-plexin signaling pathway (GO:0071526)"	"5 of 29"	0.00335159313269219	0.11562996307788	0	0	5.65170187793427	32.2052029298732	"FARP2;SEMA3D;SEMA3G;PLXNA2;SEMA4G"
"2712"	"phosphatidylinositol bisphosphate binding (GO:1902936)"	"9 of 87"	0.00387678388065016	0.102842185509789	0	0	3.1390825887993	17.4305388541851	"ADAP2;PARD3;RAB35;GBF1;WASHC2C;GAB2;TULP1;LDLRAP1;TIRAP"
"79"	"regulation of ARF protein signal transduction (GO:0032012)"	"5 of 30"	0.00390545653706456	0.13303270305368	0	0	5.42535211267606	30.0856423083602	"GIT2;ADAP2;ARAP1;SMAP2;ARFGAP2"
"80"	"regulation of vesicle-mediated transport (GO:0060627)"	"12 of 138"	0.00399347533441469	0.134330526561374	0	0	2.59554291133239	14.3354259646783	"NSF;PRKN;SGSM1;RAB5B;RABGAP1L;RAB40B;GOSR1;TBC1D25;TBC1D14;CHMP3;MAPK1;TBC1D10A"
"81"	"endoplasmic reticulum mannose trimming (GO:1904380)"	"4 of 19"	0.00408870606365203	0.135835901447995	0	0	7.22737927801219	39.7471654899605	"RNF103;SEL1L;RNF185;UGGT1"
"2713"	"neuropilin binding (GO:0038191)"	"4 of 19"	0.00408870606365203	0.102842185509789	0	0	7.22737927801219	39.7471654899605	"SEMA3D;TAOK2;SEMA3G;SEMA4G"
"2714"	"RNA polymerase II transcription factor binding (GO:0001085)"	"11 of 121"	0.00409394235945621	0.102842185509789	0	0	2.72372159090909	14.9756937150048	"GSK3B;HDAC5;CREBBP;LDB1;SP1;SIN3A;EP300;KLF4;ELK1;MEF2D;MIXL1"
"2715"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)"	"14 of 175"	0.00419051350124777	0.102842185509789	0	0	2.37226322644669	12.9879798474805	"SMAD1;TCF12;NFATC3;FOXJ2;HNF1A;KLF4;ELK1;ESR1;SP1;MYC;NFIC;MEF2D;GABPA;MIXL1"
"82"	"positive regulation of proteasomal protein catabolic process (GO:1901800)"	"8 of 73"	0.0044528080460972	0.146128127463995	0	0	3.34588184093135	18.1153415860593	"PRKN;GSK3B;RNF125;TMTC3;DAB2IP;KEAP1;CBFA2T3;PIAS1"
"2716"	"Lys48-specific deubiquitinase activity (GO:1990380)"	"3 of 10"	0.00452283232492817	0.106557929575308	0	0	11.6039325842697	62.6451861012957	"USP27X;MINDY1;OTUD7B"
"83"	"positive regulation of macroautophagy (GO:0016239)"	"6 of 44"	0.00453417151643758	0.147005488563055	0	0	4.28631875881523	23.1294599422416	"SPTLC1;CALCOCO2;WAC;PIP4K2A;RAB3GAP1;OPTN"
"84"	"positive regulation of gene expression (GO:0010628)"	"42 of 771"	0.00459955903074902	0.147350158949352	0	0	1.58851405475147	8.54905674783549	"PRKN;GSK3B;POLDIP3;KDM8;LRP5;ELK1;CAMKK2;ZXDA;POLR2A;MYC;ZXDC;NUP62;EPC1;EP300;MAPK1;PCBD2;GABPA;RNF20;NCOA1;SMAD1;CREBBP;GSN;SMARCC2;NCOA6;ARNT;FOXN3;ANK3;HNF1A;KLF4;RGMB;ARID1A;BTBD8;SMARCA2;ESR1;PIAS1;MYO1C;NR5A2;KAT6B;SP1;KAT6A;WAC;TAF4"
"3294"	"DNA-directed RNA polymerase II, holoenzyme (GO:0016591)"	"9 of 90"	0.00485877533664694	0.0897360724155496	0	0	3.02234812716399	16.0999543610132	"POLR2A;CTR9;LEO1;RTF1;RPRD2;TAF5;TAF4;GTF2E1;TAF5L"
"3295"	"nuclear body (GO:0016604)"	"35 of 618"	0.00515724554112354	0.0897360724155496	0	0	1.65111996771264	8.69703114049603	"PRKN;HDAC5;SRCAP;MINDY1;PPP1R10;ABRAXAS1;POLDIP3;TESK2;FOXO4;PTPN23;DCAF7;TAF5L;SART3;HIVEP1;ZC3H18;NCOA2;CREBBP;SF3A1;RMI1;TCF12;YLPM1;ARNT;DGKZ;PIAS1;HNRNPM;MAU2;MYO1C;KIF2A;TDP2;KAT6A;NBR1;CRY2;MAML3;KIF20B;GLYR1"
"2717"	"estrogen receptor binding (GO:0030331)"	"5 of 32"	0.00520431208884035	0.117897685397191	0	0	5.02295252999478	26.412029294118	"NCOA1;NCOA6;DDX54;ESR1;ZNF366"
"85"	"regulation of protein catabolic process (GO:0042176)"	"9 of 91"	0.00522574247628288	0.165106153138173	0	0	2.98533476127962	15.6854216844365	"NSF;DDB1;PRKN;GSK3B;CDKN1B;APC;DAB2IP;WWP1;OAZ2"
"86"	"protein deubiquitination (GO:0016579)"	"18 of 257"	0.00527652514674204	0.165106153138173	0	0	2.05800111656051	10.793161159733	"PRKN;SMAD1;ZRANB1;USP27X;MINDY1;ABRAXAS1;USP10;KEAP1;OTUD7B;FOXO4;ESR1;TNKS2;APC;MYC;ASXL2;EP300;USP51;OTUD1"
"2718"	"phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)"	"7 of 60"	0.0054047677128283	0.117904006772439	0	0	3.58767721991259	18.729374947939	"ADAP2;PARD3;RAB35;WASHC2C;TULP1;LDLRAP1;TIRAP"
"87"	"protein complex disassembly (GO:0043241)"	"6 of 46"	0.00566572005321151	0.171514516844689	0	0	4.07157968970381	21.0635898803867	"GSK3B;APC;VPS33A;LRP5;EPG5;CHMP3"
"88"	"regulation of DNA metabolic process (GO:0051052)"	"6 of 46"	0.00566572005321151	0.171514516844689	0	0	4.07157968970381	21.0635898803867	"UPF1;PARG;MYC;ZBTB38;SMC3;POLH"
"2719"	"steroid hormone receptor binding (GO:0035258)"	"8 of 76"	0.00569155709134175	0.119725968814296	0	0	3.19777019718779	16.5285431846159	"NCOA1;STAT5B;NCOA6;EP300;DDX54;ESR1;ZNF366;PIAS1"
"89"	"ubiquitin-dependent protein catabolic process (GO:0006511)"	"22 of 341"	0.00580162709599088	0.171514516844689	0	0	1.88744588744589	9.71962317750428	"PRKN;RNF20;MYLIP;GSK3B;ZRANB1;KLHL25;VPS4B;OTUD7B;WWP1;UBE3A;PTPN23;RNF40;DDB1;KBTBD4;RNF125;RMND5A;ZNRF3;APC;MVB12B;DCAF11;FBXO7;RNF185"
"90"	"negative regulation of viral life cycle (GO:1903901)"	"7 of 61"	0.00592168439331581	0.171514516844689	0	0	3.52105566017995	18.0599675160818	"GSN;APOBEC3F;OAS3;MX1;CHMP3;TRIM26;MID2"
"91"	"protein acetylation (GO:0006473)"	"5 of 33"	0.00595658163438505	0.171514516844689	0	0	4.84330985915493	24.8135284705286	"NAA60;CREBBP;KAT6A;EHHADH;EP300"
"92"	"positive regulation of histone acetylation (GO:0035066)"	"4 of 21"	0.00596607141103383	0.171514516844689	0	0	6.37643749482916	32.6579870927877	"PAXIP1;SMARCB1;RPS6KA5;KAT7"
"93"	"negative regulation of protein localization to nucleus (GO:1900181)"	"3 of 11"	0.00605495321450965	0.171514516844689	0	0	10.1529143258427	51.8497011902782	"GSK3B;SIN3A;OTUD7B"
"94"	"regulation of vascular endothelial growth factor signaling pathway (GO:1900746)"	"3 of 11"	0.00605495321450965	0.171514516844689	0	0	10.1529143258427	51.8497011902782	"MYO1C;DAB2IP;HRG"
"95"	"regulation of mRNA polyadenylation (GO:1900363)"	"3 of 11"	0.00605495321450965	0.171514516844689	0	0	10.1529143258427	51.8497011902782	"RNF20;CTR9;RNF40"
"3296"	"MLL3/4 complex (GO:0044666)"	"3 of 11"	0.00605495321450965	0.0929613405286482	0	0	10.1529143258427	51.8497011902782	"KDM6B;KMT2D;PAXIP1"
"3297"	"beta-catenin-TCF complex (GO:1990907)"	"3 of 11"	0.00605495321450965	0.0929613405286482	0	0	10.1529143258427	51.8497011902782	"BCL9;LDB1;BCL9L"
"96"	"positive regulation of organelle assembly (GO:1902117)"	"6 of 47"	0.00630290367756176	0.174856843261018	0	0	3.97206646255461	20.1254472952573	"CEP120;NUP62;PIP4K2A;MYLK3;ARHGAP35;RAB3GAP1"
"97"	"histone H4 acetylation (GO:0043967)"	"6 of 47"	0.00630290367756176	0.174856843261018	0	0	3.97206646255461	20.1254472952573	"NAA60;MSL2;EP300;EPC1;KAT7;ELP4"
"2720"	"transcription corepressor activity (GO:0003714)"	"15 of 203"	0.00644778381508251	0.128225938009286	0	0	2.17670972644377	10.9793647861942	"ZHX2;RBFOX2;LDB1;UBP1;DDX54;CBFA2T3;ARHGAP35;PIAS1;HIRA;GRHPR;TDP2;SIN3A;SUFU;BCOR;ZNF366"
"2721"	"sequence-specific double-stranded DNA binding (GO:1990837)"	"10 of 112"	0.00686069600419142	0.128225938009286	0	0	2.66764010568767	13.290039978488	"PRKN;PER2;NR5A2;KDM3B;SIN3A;BAHD1;CRY2;KAT7;BTBD8;MEF2D"
"98"	"vesicle-mediated transport (GO:0016192)"	"25 of 410"	0.00693362197729273	0.190391599396885	0	0	1.77865612648221	8.84236295538006	"RAB5B;ZFYVE9;DCTN1;GOSR1;WASHC2C;PTPN23;TRAK1;GOLGA4;SNX1;ADAP2;VPS51;VPS52;KIF13A;ERC1;TBC1D10A;NSF;GIT2;SYT2;VPS33A;GBF1;ARAP1;ARFGAP2;RAB35;CHMP3;SMAP2"
"2722"	"Rab GTPase binding (GO:0017137)"	"11 of 130"	0.00699810677522176	0.128225938009286	0	0	2.51654411764706	12.4873828926908	"UNC13B;NSF;SGSM1;RABGAP1L;VPS52;TBC1D25;TBC1D14;ERC1;TBC1D10A;OPTN;RAB3GAP1"
"99"	"STAT cascade (GO:0097696)"	"4 of 22"	0.00708882933764485	0.192687270177801	0	0	6.02187841850289	29.803691835949	"STAT5B;CTR9;SOCS6;PIAS1"
"2723"	"core promoter proximal region DNA binding (GO:0001159)"	"4 of 22"	0.00708882933764485	0.128225938009286	0	0	6.02187841850289	29.803691835949	"CREBBP;SP1;KLF4;MIXL1"
"100"	"nucleosome organization (GO:0034728)"	"8 of 79"	0.00717669316953295	0.193124813192132	0	0	3.0621750303803	15.1177026273899	"NAA60;PBRM1;SMARCD2;SMARCB1;SART3;SMARCC2;KAT6B;ARID1A"
"2724"	"protein heterodimerization activity (GO:0046982)"	"18 of 265"	0.00718413574585133	0.128225938009286	0	0	1.99050877386602	9.82491255141099	"ZHX2;DGKD;EPAS1;TCF12;ARNT;SLC51A;SMC3;SMC1A;MID2;BMP6;TIRAP;RRAGA;SNX1;RXRA;TMCC1;FBXO7;GABPA;ABCG1"
"2725"	"enhancer sequence-specific DNA binding (GO:0001158)"	"7 of 64"	0.00769452599799939	0.132156374072325	0	0	3.33521657250471	16.2333198961657	"SPIB;SMARCD2;SMARCB1;SMARCC2;NR5A2;ATF6B;MIXL1"
"3298"	"histone methyltransferase complex (GO:0035097)"	"6 of 49"	0.00773099473536594	0.112099423662806	0	0	3.78692557483518	18.413992786261	"KDM6B;KMT2D;PAXIP1;NCOA6;ZFP64;PRDM10"
"101"	"regulation of histone methylation (GO:0031060)"	"3 of 12"	0.00786084628023277	0.207387620981435	0	0	9.02434456928839	43.730719480963	"CTR9;ZFP64;PRDM10"
"102"	"positive regulation of mRNA metabolic process (GO:1903313)"	"3 of 12"	0.00786084628023277	0.207387620981435	0	0	9.02434456928839	43.730719480963	"UPF1;KHSRP;GTPBP1"
"2726"	"transcriptional repressor activity, RNA polymerase II activating transcription factor binding (GO:0098811)"	"3 of 12"	0.00786084628023277	0.132156374072325	0	0	9.02434456928839	43.730719480963	"KDM6B;KLF4;MIXL1"
"103"	"negative regulation of cell cycle process (GO:0010948)"	"8 of 81"	0.00831776622762696	0.214367847121696	0	0	2.97796981263684	14.2625740952295	"NME6;PPP1R10;MAX;DAB2IP;EPC1;FOXO4;SMC3;SMC1A"
"2727"	"phosphatidylinositol phosphate binding (GO:1901981)"	"8 of 81"	0.00831776622762696	0.132156374072325	0	0	2.97796981263684	14.2625740952295	"ADAP2;PARD3;SAP30L;GBF1;DAB2IP;WASHC2C;GAB2;ARAP1"
"104"	"regulation of axon extension involved in axon guidance (GO:0048841)"	"4 of 23"	0.008342598445043	0.214367847121696	0	0	5.70464135021097	27.3045843861685	"SEMA3D;SEMA3G;PLXNA2;SEMA4G"
"105"	"regulation of myeloid cell differentiation (GO:0045637)"	"7 of 65"	0.00836440875056786	0.214367847121696	0	0	3.27754237288136	15.6790076591319	"KMT2D;CREBBP;SIN3A;CTR9;LEO1;EP300;GP1BA"
"2728"	"GTPase activator activity (GO:0005096)"	"17 of 249"	0.00841324937289632	0.132156374072325	0	0	2.00017908309456	9.55675066857913	"GIT2;RABGAP1L;DAB2IP;ARAP1;ARHGAP35;ARFGAP2;SGSM1;RIC8B;ADAP2;ALDH1A1;TBC1D25;TBC1D14;SMAP2;RGS9;SRGAP1;TBC1D10A;RAB3GAP1"
"2729"	"transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)"	"6 of 50"	0.0085262176820855	0.132156374072325	0	0	3.70066675214771	17.6322317023666	"NCOA1;KDM6B;CREBBP;KLF4;SMARCA2;MIXL1"
"106"	"regulation of response to DNA damage stimulus (GO:2001020)"	"5 of 36"	0.00866717734593359	0.220031832433088	0	0	4.37392094502499	20.7683043855022	"PARG;ARMT1;MYC;USP51;POLH"
"3299"	"Cul4-RING E3 ubiquitin ligase complex (GO:0080008)"	"5 of 36"	0.00866717734593359	0.119059646699404	0	0	4.37392094502499	20.7683043855022	"DDB1;DCAF16;CDKN1B;DCAF11;DCAF7"
"107"	"protein alpha-1,2-demannosylation (GO:0036508)"	"4 of 24"	0.00973311746637621	0.24343093461034	0	0	5.41912798874824	25.1025986702335	"RNF103;SEL1L;RNF185;UGGT1"
"2730"	"acetyltransferase activity (GO:0016407)"	"4 of 24"	0.00973311746637621	0.146524435650353	0	0	5.41912798874824	25.1025986702335	"CREBBP;KAT6B;KAT6A;EP300"
"108"	"cytosolic transport (GO:0016482)"	"10 of 118"	0.00977962213813574	0.24343093461034	0	0	2.51864985552929	11.6549374362832	"SNX1;VPS51;DCTN1;GOSR1;VPS52;GBF1;WASHC2C;PTPN23;ERC1;TBC1D10A"
"109"	"negative regulation of viral release from host cell (GO:1902187)"	"3 of 13"	0.00995072568083889	0.24343093461034	0	0	8.12148876404494	37.4409549232247	"CHMP3;TRIM26;MID2"
"110"	"regulation of cellular carbohydrate metabolic process (GO:0010675)"	"3 of 13"	0.00995072568083889	0.24343093461034	0	0	8.12148876404494	37.4409549232247	"PRKN;MLYCD;PDK2"
"2731"	"ubiquitin protein ligase activity involved in ERAD pathway (GO:1904264)"	"3 of 13"	0.00995072568083889	0.146524435650353	0	0	8.12148876404494	37.4409549232247	"PRKN;RNF103;RNF185"
"2732"	"tubulin binding (GO:0015631)"	"17 of 255"	0.0105123941485326	0.14909211364377	0	0	1.94914040114613	8.87872498455913	"PRKN;SUN2;DCTN1;MX1;DIXDC1;MTUS1;RITA1;SMC3;CCSAP;MID2;EML5;KIF2A;APC;KIF13A;DAG1;KIF21A;KIF20B"
"2733"	"activating transcription factor binding (GO:0033613)"	"7 of 68"	0.0106313561511687	0.14909211364377	0	0	3.1158655181995	14.1583293848692	"CREBBP;LDB1;SIN3A;MYC;EP300;MEF2D;GABPA"
"111"	"regulation of centrosome duplication (GO:0010824)"	"4 of 25"	0.0112657201622593	0.265930289093331	0	0	5.16080637599625	23.1513298095418	"VPS4B;CHMP1B;CEP120;CHMP3"
"112"	"RNA splicing, via transesterification reactions (GO:0000375)"	"4 of 25"	0.0112657201622593	0.265930289093331	0	0	5.16080637599625	23.1513298095418	"SF3B4;DBR1;KHSRP;DDX23"
"113"	"regulation of glucose metabolic process (GO:0010906)"	"4 of 25"	0.0112657201622593	0.265930289093331	0	0	5.16080637599625	23.1513298095418	"PRKN;MLYCD;PDK2;GPLD1"
"114"	"female gamete generation (GO:0007292)"	"4 of 25"	0.0112657201622593	0.265930289093331	0	0	5.16080637599625	23.1513298095418	"KMT2D;DIAPH2;MCM9;DMC1"
"2734"	"metal ion transmembrane transporter activity (GO:0046873)"	"4 of 25"	0.0112657201622593	0.154314166873738	0	0	5.16080637599625	23.1513298095418	"SLC12A3;SLC23A1;TRAPPC10;ATP2B1"
"115"	"regulation of cellular component organization (GO:0051128)"	"11 of 140"	0.0118893715585662	0.278211294470449	0	0	2.3202519379845	10.2836128013352	"RAB5B;ZRANB1;GSN;TAOK2;RAPGEF1;DAB2IP;SGK3;QRICH1;HRG;KIAA1958;BCL9L"
"116"	"negative regulation of hemopoiesis (GO:1903707)"	"3 of 14"	0.0123326007785363	0.278686929992643	0	0	7.38278855975485	32.4511139515621	"CTR9;LEO1;MIXL1"
"117"	"negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)"	"3 of 14"	0.0123326007785363	0.278686929992643	0	0	7.38278855975485	32.4511139515621	"HDAC5;KLF4;MAP2K5"
"118"	"regulation of histone modification (GO:0031056)"	"3 of 14"	0.0123326007785363	0.278686929992643	0	0	7.38278855975485	32.4511139515621	"PARG;ZFP64;PRDM10"
"119"	"regulation of mRNA catabolic process (GO:0061013)"	"3 of 14"	0.0123326007785363	0.278686929992643	0	0	7.38278855975485	32.4511139515621	"UPF1;KHSRP;GTPBP1"
"3300"	"transcription factor TFTC complex (GO:0033276)"	"3 of 14"	0.0123326007785363	0.153760076103715	0	0	7.38278855975485	32.4511139515621	"TAF5;TAF4;TAF5L"
"3301"	"actin-based cell projection (GO:0098858)"	"7 of 70"	0.012371500376161	0.153760076103715	0	0	3.01663527934714	13.2501475576307	"SPN;MYO1C;DAG1;USH1C;ANKS4B;TBC1D10A;PPP1R9B"
"120"	"transcription initiation from RNA polymerase II promoter (GO:0006367)"	"12 of 160"	0.0125040844202256	0.278686929992643	0	0	2.2071815770251	9.67120737132197	"CREBBP;NR5A2;RXRA;POLR2A;MAZ;MAML3;ZNF45;TAF5;PPM1D;TAF4;GTF2E1;ESR1"
